CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
,27.694103,0.75,474.96,0.0,474.96,0.0,0.333333,0.0,0.222222,0.0,0.0,7.0,7500.0,611.396021,81.113509,0.3125,12.0
,4710.195354125,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.5,10.0,0.0,12750.0,1646.946937,1842.1386358423804,0.0,12.0
,1669.128355,1.0,0.0,0.0,0.0,335.056814,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,528.612762,607.334479,0.0,12.0
,390.008261,1.0,0.0,0.0,0.0,463.287959,0.0,0.0,0.0,0.083333,1.0,0.0,2500.0,250.588485,205.177541,0.0,12.0
,4710.195354125,1.0,1347.7,0.0,1198.14375,0.0,0.583333,0.0,0.583333,0.0,0.0,9.0,12750.0,2704.076105,1842.1386358423804,0.0,12.0
,538.768762,0.909091,226.95,129.58,97.37,452.00913,0.545455,0.090909,0.454545,0.272727,8.0,9.0,1200.0,946.649324,211.220001,0.0,12.0
,4710.195354125,1.0,2852.8100000000004,1518.6,1198.14375,113.120409,1.0,0.8333325,1.0,0.166667,2.0,43.5,12750.0,4145.830201000001,1842.1386358423804,0.0,12.0
,22.084372,0.833333,173.6,0.0,173.6,0.0,0.5,0.0,0.333333,0.0,0.0,3.0,1500.0,209.452538,63.510706,0.3125,12.0
,14.983682,0.75,280.0,280.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,300.0,304.243382,41.89984,0.0,12.0
,4710.195354125,1.0,2852.8100000000004,1518.6,1198.14375,0.0,0.833333,0.333333,0.666667,0.0,0.0,43.5,12750.0,2190.466875,1842.1386358423804,0.0,12.0
,1007.440908,1.0,430.54,0.0,430.54,687.666124,1.0,0.0,1.0,0.166667,2.0,21.0,4000.0,1526.508633,286.221253,0.0,12.0
,1236.088709,1.0,0.0,0.0,0.0,2546.081531,0.0,0.0,0.0,0.5,10.0,0.0,2500.0,1612.24135,438.47095,0.0,12.0
,43.087983,0.75,133.0,133.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0,3000.0,189.248952,96.858626,0.0,12.0
,3037.476732,0.75,1225.79,0.0,1198.14375,2722.4781674999995,1.0,0.0,1.0,0.25,10.0,43.5,5100.0,4145.830201000001,1347.127384,0.0,12.0
,44.586199,0.75,413.7,0.0,413.7,0.0,0.166667,0.0,0.166667,0.0,0.0,4.0,2500.0,2271.738188,131.138844,0.0,12.0
,1961.322415,1.0,476.16,0.0,476.16,0.0,1.0,0.0,1.0,0.0,0.0,43.5,2000.0,791.091826,768.758551,0.0,12.0
,498.355964,1.0,2434.7,931.7,1198.14375,0.0,1.0,0.416667,1.0,0.0,0.0,27.0,4500.0,4145.830201000001,245.295678,0.25,12.0
,4710.195354125,1.0,2852.8100000000004,1518.6,1071.1,1003.760024,1.0,0.8333325,1.0,0.333333,6.0,43.5,12750.0,4145.830201000001,1494.575739,0.0,12.0
,858.857651,1.0,1013.61,631.13,382.48,0.0,0.5,0.25,0.416667,0.0,0.0,13.0,2500.0,739.761292,257.745004,0.0,12.0
,4710.195354125,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.416667,10.0,0.0,11000.0,1933.413908,1842.1386358423804,0.0,12.0
,972.283554,0.75,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.083333,5.0,0.0,6000.0,413.800076,1023.857832,0.0,12.0
,1064.037564,0.9,55.52,0.0,55.52,0.0,0.4,0.0,0.3,0.0,0.0,4.0,4000.0,2427.690302,717.747014,0.0,12.0
,18.908241,0.75,126.0,126.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,1.0,1000.0,643.427524,81.346722,0.0,12.0
,2589.824766,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.333333,10.0,0.0,3000.0,3410.296105,992.707868,0.083333,12.0
,1587.706693,1.0,450.0,0.0,450.0,270.92481,0.5,0.0,0.5,0.25,4.0,6.0,1800.0,600.299728,1032.599236,0.0,12.0
,4418.554352,1.0,960.0,0.0,960.0,958.069623,1.0,0.0,1.0,0.25,8.0,12.0,4500.0,1656.726415,1842.1386358423804,0.0,12.0
,40.089221,1.0,225.0,0.0,225.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,325.578502,286.122587,0.166667,12.0
,4710.195354125,1.0,111.54,111.54,0.0,2722.4781674999995,0.083333,0.083333,0.0,0.333333,7.0,1.0,6500.0,1386.242232,1781.099062,0.0,12.0
,2772.772734,1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,805.647974,989.962866,0.0,12.0
,1022.71734,1.0,120.09,120.09,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2500.0,368.7253,410.924268,0.0,12.0
,1727.638449,1.0,606.11,606.11,0.0,0.0,1.0,0.8333325,0.0,0.0,0.0,17.0,11000.0,2959.920544,623.656993,0.0,12.0
,1189.934589,0.818182,0.0,0.0,0.0,2271.460329,0.0,0.0,0.0,0.272727,6.0,0.0,3000.0,2423.466368,287.460527,0.111111,12.0
,1403.574083,1.0,1831.57,697.94,1133.63,1909.684135,1.0,0.583333,1.0,0.083333,1.0,43.5,8000.0,427.189102,325.34638,0.0,12.0
,811.564879,1.0,558.08,492.04,66.04,0.0,0.583333,0.416667,0.166667,0.0,0.0,12.0,8500.0,694.594504,201.679842,0.0,12.0
,117.324773,1.0,1101.0,0.0,1101.0,0.0,1.0,0.0,1.0,0.0,0.0,21.0,7500.0,1002.953582,178.537408,0.3125,12.0
,1251.26572,1.0,494.04,0.0,494.04,0.0,0.727273,0.0,0.727273,0.0,0.0,12.0,1000.0,179.372971,1842.1386358423804,0.0,12.0
,1057.585071,1.0,1008.3,1008.3,0.0,0.0,0.916667,0.8333325,0.0,0.0,0.0,15.0,1200.0,1083.253347,416.746641,0.0,12.0
,2545.706139,1.0,2443.2,0.0,1198.14375,0.0,0.833333,0.0,0.833333,0.0,0.0,38.0,6000.0,4145.830201000001,1842.1386358423804,0.0,12.0
,592.466798,1.0,2852.8100000000004,0.0,1198.14375,0.0,0.916667,0.0,1.0,0.0,0.0,43.5,6000.0,4145.830201000001,187.963174,0.3125,12.0
,26.96054,0.75,157.45,0.0,157.45,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,1000.0,238.253379,116.450584,0.0,12.0
,1455.180323,1.0,81.1,81.1,0.0,249.897384,0.083333,0.083333,0.0,0.25,5.0,1.0,1800.0,377.255832,587.838614,0.0,12.0
,4037.305658,1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1073.844885,968.941265,0.0,12.0
,75.039332,0.75,588.05,588.05,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,5.0,9000.0,707.386471,18.113017,0.0,12.0
,4710.195354125,0.9,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.3,10.0,0.0,8000.0,1156.310659,1842.1386358423804,0.0,12.0
,51.08934,0.818182,140.75,0.0,140.75,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,1000.0,347.240071,238.811356,0.111111,12.0
,1817.618232,1.0,623.19,0.0,623.19,408.434019,1.0,0.0,0.916667,0.083333,1.0,26.0,2800.0,719.914581,867.218309,0.0,12.0
,3891.346976,1.0,2852.8100000000004,50.0,1198.14375,2538.561644,1.0,0.083333,1.0,0.166667,5.0,43.5,7500.0,4145.830201000001,1842.1386358423804,0.083333,12.0
,900.482738,1.0,0.0,0.0,0.0,77.012362,0.0,0.0,0.0,0.083333,1.0,0.0,1000.0,197.631228,214.62422,0.0,12.0
,2342.724406,0.909091,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.333333,7.0,0.0,8000.0,4145.830201000001,517.090852,0.090909,12.0
,22.493402,0.75,291.28,146.29,144.99,0.0,0.25,0.166667,0.166667,0.0,0.0,7.0,1000.0,563.715318,168.008886,0.0,12.0
,206.305547,1.0,1594.0,1084.0,510.0,0.0,0.333333,0.25,0.166667,0.0,0.0,10.0,4500.0,1605.613993,119.213806,0.090909,12.0
,45.295495,1.0,451.01,0.0,451.01,0.0,1.0,0.0,1.0,0.0,0.0,43.5,7500.0,481.372024,172.53607,0.3125,12.0
,11.4334,0.75,250.0,250.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1800.0,1445.844749,84.417079,0.0,12.0
,1355.179528,1.0,0.0,0.0,0.0,119.945758,0.0,0.0,0.0,0.083333,2.0,0.0,1500.0,338.541279,348.388563,0.0,12.0
,448.808529,0.909091,0.0,0.0,0.0,667.057963,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,651.33864,192.140691,0.0,12.0
,4710.195354125,1.0,0.0,0.0,0.0,286.576749,0.0,0.0,0.0,0.083333,1.0,0.0,5000.0,986.609534,1842.1386358423804,0.0,12.0
,447.808002,1.0,1593.29,214.2,1198.14375,0.0,1.0,0.25,0.916667,0.0,0.0,36.0,7000.0,1660.750541,188.340279,0.0,12.0
,4710.195354125,1.0,1823.23,1518.6,0.0,0.0,0.75,0.75,0.0,0.0,0.0,14.0,5750.0,2107.740768,1842.1386358423804,0.0,12.0
,676.771001,1.0,356.8,356.8,0.0,1213.388649,0.5,0.5,0.0,0.416667,10.0,15.0,1200.0,2042.747509,600.434653,0.166667,12.0
,65.645186,0.75,735.69,85.5,650.19,0.0,0.5,0.083333,0.416667,0.0,0.0,16.0,3000.0,1302.778971,140.751691,0.3125,12.0
,1777.440238,1.0,78.47,0.0,78.47,332.13781,0.5,0.0,0.416667,0.083333,2.0,7.0,8500.0,3799.466293,499.536689,0.0,12.0
,121.671833,0.818182,540.0,540.0,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,9.0,1800.0,238.201855,231.170968,0.285714,12.0
,409.38122,0.75,2852.8100000000004,1518.6,0.0,1668.819905,0.333333,0.333333,0.0,0.166667,2.0,6.0,6000.0,4145.830201000001,204.042253,0.3125,12.0
,46.773238,0.75,2166.56,0.0,1198.14375,0.0,0.666667,0.0,0.583333,0.0,0.0,16.0,3000.0,1969.308069,100.53897,0.3125,12.0
,13.457564,0.833333,0.0,0.0,0.0,36.558778,0.0,0.0,0.0,0.166667,2.0,0.0,500.0,52.549959,55.755628,0.25,12.0
,2784.364948,1.0,1178.31,1178.31,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,8.0,8500.0,4145.830201000001,776.323383,0.0,12.0
,14.58126,0.75,87.3,0.0,87.3,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,8000.0,669.767901,162.269258,0.3125,12.0
,1307.717841,1.0,405.6,405.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,2400.0,0.0,840.0211626869522,0.0,12.0
,341.467517,1.0,2852.8100000000004,1518.6,615.34,0.0,1.0,0.8333325,0.333333,0.0,0.0,43.5,10500.0,3273.239834,187.681228,0.3125,12.0
,1613.502125,1.0,65.6,0.0,112.6,0.0,0.4,0.0,0.3,0.0,0.0,5.0,5000.0,390.916581,426.142311,0.0,12.0
,1519.317855,1.0,0.0,0.0,0.0,548.289216,0.0,0.0,0.0,0.166667,2.0,0.0,2000.0,456.098668,392.102723,0.0,12.0
,2728.076143,1.0,155.32,0.0,155.32,713.751955,0.333333,0.0,0.25,0.166667,2.0,4.0,4500.0,630.56085,945.633907,0.0,12.0
,912.912728,0.857143,0.0,0.0,0.0,1563.920556,0.0,0.0,0.0,0.285714,9.0,0.0,1500.0,212.084925,331.487123,0.0,12.0
,592.416944,1.0,2852.8100000000004,1518.6,1198.14375,0.0,1.0,0.8333325,1.0,0.0,0.0,43.5,4500.0,4145.830201000001,169.979797,0.3125,12.0
,2158.754686,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.5,7.0,0.0,9000.0,1392.104949,494.197293,0.0,12.0
,766.261051,1.0,1462.73,1100.23,362.5,0.0,0.666667,0.5,0.416667,0.0,0.0,26.0,6000.0,202.561336,195.306688,0.0,12.0
,153.027262,1.0,1455.78,631.63,824.15,0.0,1.0,0.8333325,0.916667,0.0,0.0,32.0,1500.0,1057.971559,167.104469,0.3125,12.0
,43.405954,0.818182,520.65,112.0,408.65,0.0,0.818182,0.090909,0.636364,0.0,0.0,10.0,2000.0,515.760919,132.358795,0.3125,12.0
,1268.352178,1.0,1533.28,0.0,1198.14375,2294.002357,1.0,0.0,0.916667,0.333333,8.0,20.0,1200.0,3363.275481,1842.1386358423804,0.0,12.0
,4710.195354125,1.0,339.75,0.0,339.75,0.0,0.25,0.0,0.25,0.0,0.0,3.0,10500.0,2163.154746,1842.1386358423804,0.0,12.0
,3559.634883,1.0,2852.8100000000004,1518.6,670.52,0.0,0.666667,0.666667,0.333333,0.0,0.0,43.5,7000.0,2785.055072,783.737906,0.0,12.0
,1168.844004,0.75,1310.31,1310.31,0.0,1502.01432,0.083333,0.083333,0.0,0.083333,5.0,1.0,3500.0,272.821647,1227.013099,0.0,12.0
,1034.555485,1.0,2852.8100000000004,1518.6,694.66,0.0,0.833333,0.666667,0.75,0.0,0.0,43.5,2700.0,4145.830201000001,263.619684,0.3125,12.0
,4070.500764,0.833333,710.8,140.0,570.8,2722.4781674999995,0.833333,0.166667,0.666667,0.166667,10.0,16.0,4900.0,364.205524,1842.1386358423804,0.0,12.0
,284.510677,0.818182,83.2,83.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,6500.0,1033.94329,146.825436,0.090909,12.0
,42.366061,0.818182,463.32,0.0,463.32,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,6500.0,499.856766,179.524229,0.3125,12.0
,2153.498372,1.0,2852.8100000000004,1518.6,1198.14375,2399.569867,1.0,0.5,1.0,0.166667,3.0,43.5,12500.0,4059.3757,496.075078,0.083333,12.0
,4710.195354125,1.0,2852.8100000000004,1518.6,1198.14375,1896.204934,1.0,0.75,1.0,0.166667,2.0,43.5,12750.0,4145.830201000001,1842.1386358423804,0.083333,12.0
,1470.825974,1.0,220.7,0.0,220.7,400.571728,0.833333,0.0,0.75,0.25,7.0,12.0,3000.0,782.80657,393.153575,0.0,12.0
,8.80954,0.818182,114.0,0.0,114.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,4000.0,160.627029,86.700821,0.3125,12.0
,4047.480828,1.0,2380.55,1518.6,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,1617.894416,1541.141605,0.0,12.0
,24.719209,0.75,280.04,0.0,280.04,0.0,0.5,0.0,0.5,0.0,0.0,6.0,2500.0,538.899429,140.502909,0.3125,12.0
,61.644247,0.75,490.6,0.0,490.6,0.0,0.272727,0.0,0.272727,0.0,0.0,3.0,12750.0,1197.347043,131.19619,0.3125,12.0
,3577.970933,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,1053.980464,1842.1386358423804,0.0,12.0
,1248.332959,1.0,478.32,198.0,280.32,157.20552,0.583333,0.083333,0.416667,0.083333,2.0,8.0,4000.0,1429.176523,360.158214,0.0,12.0
,22.187914,1.0,0.0,0.0,0.0,147.48527,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,182.533898,155.060934,0.083333,12.0
,2843.394382,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.166667,6.0,0.0,6000.0,680.388185,1076.334465,0.0,12.0
,12.886661,0.75,1437.15,1399.8,37.35,0.0,0.333333,0.25,0.083333,0.0,0.0,4.0,2700.0,2372.012083,98.767606,0.25,12.0
,2786.494499,1.0,0.0,0.0,0.0,1547.268611,0.0,0.0,0.0,0.25,5.0,0.0,8000.0,837.844106,916.41672,0.0,12.0
,237.198442,1.0,1166.68,0.0,1166.68,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3500.0,1014.549633,216.090433,0.083333,12.0
,477.903003,1.0,566.12,396.51,169.61,493.409789,0.333333,0.25,0.25,0.416667,7.0,12.0,1500.0,457.330803,210.151115,0.0,12.0
,2105.898309,1.0,0.0,0.0,0.0,217.314696,0.0,0.0,0.0,0.333333,5.0,0.0,2250.0,569.815997,1031.776402,0.0,12.0
,886.65747,1.0,1440.48,1440.48,0.0,0.0,1.0,0.8333325,0.0,0.0,0.0,13.0,1800.0,309.644014,291.857209,0.0,12.0
,1241.025652,1.0,0.0,0.0,0.0,180.783929,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,842.814061,405.72085,0.0,12.0
,1818.447016,0.909091,413.0,333.0,80.0,1819.479671,0.454545,0.181818,0.272727,0.181818,8.0,7.0,2000.0,757.096312,1588.275968,0.0,12.0
,11.250371,0.75,141.12,0.0,141.12,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,5000.0,94.386204,89.013323,0.166667,12.0
,39.761286,0.75,2852.8100000000004,1027.72,1198.14375,0.0,1.0,0.75,1.0,0.0,0.0,40.0,7500.0,3327.955123,71.20589,0.3,12.0
,1793.970596,1.0,1004.9,1004.9,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,10.0,2500.0,2697.139893,466.169801,0.0,12.0
,4710.195354125,1.0,0.0,0.0,0.0,744.138154,0.0,0.0,0.0,0.166667,2.0,0.0,7000.0,1756.829998,1842.1386358423804,0.0,12.0
,2270.429964,1.0,2852.8100000000004,1518.6,1198.14375,2722.4781674999995,1.0,0.8333325,1.0,0.51388875,10.0,43.5,12750.0,4145.830201000001,595.825281,0.25,12.0
,2779.833422,1.0,0.0,0.0,0.0,1492.253356,0.0,0.0,0.0,0.51388875,10.0,0.0,3000.0,1708.484919,1285.667565,0.0,12.0
,100.212638,0.8,639.29,116.9,522.39,0.0,0.8,0.1,0.7,0.0,0.0,17.0,1500.0,269.84678,156.747495,0.3125,12.0
,47.193664,1.0,132.0,0.0,132.0,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,2500.0,267.057792,170.357282,0.0,12.0
,935.042217,1.0,1000.0,1000.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,204.111522,215.712999,0.0,12.0
,21.311946,0.75,2852.8100000000004,1518.6,813.4,0.0,1.0,0.8333325,0.5,0.0,0.0,40.0,12750.0,3570.597218,53.62807,0.3125,12.0
,4710.195354125,1.0,2790.76,1518.6,241.51,0.0,1.0,0.8333325,0.333333,0.0,0.0,36.0,12750.0,1778.284067,1355.651702,0.0,12.0
,1267.054186,1.0,0.0,0.0,0.0,1253.614385,0.0,0.0,0.0,0.166667,8.0,0.0,1500.0,209.297618,470.721288,0.0,12.0
,1364.528932,0.818182,0.01,0.01,0.0,2722.4781674999995,0.090909,0.090909,0.0,0.272727,10.0,1.0,3000.0,4022.440372,520.255336,0.125,12.0
,1110.575152,1.0,2852.8100000000004,1518.6,1040.4,0.0,1.0,0.8333325,1.0,0.0,0.0,43.5,6000.0,0.0,840.0211626869522,0.0,12.0
,1897.672025,1.0,422.18,422.18,0.0,0.0,1.0,0.8333325,0.0,0.0,0.0,12.0,5500.0,2961.632199,440.30634,0.0,12.0
,915.981419,0.909091,2037.24,1518.6,450.0,0.0,0.833333,0.583333,0.666667,0.0,0.0,22.0,3500.0,411.176707,296.885026,0.125,12.0
,512.058666,0.818182,921.2,664.73,256.47,0.0,0.416667,0.166667,0.25,0.0,0.0,7.0,5500.0,1851.553319,786.58816,0.0,12.0
,52.0899,0.75,230.15,230.15,0.0,0.0,1.0,0.8333325,0.0,0.0,0.0,12.0,1600.0,0.0,840.0211626869522,0.0,12.0
,275.240429,0.909091,0.0,0.0,0.0,610.08928,0.0,0.0,0.0,0.25,5.0,0.0,700.0,1186.237636,189.618452,0.090909,12.0
,2852.354665,1.0,424.84,424.84,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,6.0,3000.0,725.815797,833.636185,0.0,12.0
,1488.628126,1.0,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.363636,10.0,0.0,3000.0,1968.413322,439.164743,0.090909,12.0
,14.593148,1.0,158.7,0.0,158.7,0.0,1.0,0.0,1.0,0.0,0.0,23.0,5200.0,193.70608,141.02725,0.3125,12.0
,250.258381,0.75,486.94,486.94,0.0,1131.986387,0.25,0.25,0.0,0.083333,1.0,3.0,4500.0,2837.08595,130.716778,0.3125,12.0
,640.595851,1.0,2496.57,1518.6,659.01,0.0,0.5,0.333333,0.166667,0.0,0.0,14.0,3000.0,1145.707252,201.050218,0.0,12.0
,494.045664,1.0,583.2,240.44,342.76,0.0,1.0,0.25,0.916667,0.0,0.0,25.0,2000.0,370.803775,333.663101,0.0,12.0
,242.53001,1.0,2852.8100000000004,0.0,1198.14375,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,650.0,3814.912997,1842.1386358423804,0.3125,12.0
,4710.195354125,1.0,2852.8100000000004,1518.6,1198.14375,2722.4781674999995,1.0,0.75,1.0,0.416667,8.0,43.5,7000.0,2370.147958,1842.1386358423804,0.0,12.0
,1474.990634,0.818182,2852.8100000000004,1518.6,1198.14375,0.0,1.0,0.666667,1.0,0.0,0.0,43.5,4000.0,4145.830201000001,770.352007,0.0,12.0
,364.726077,0.9,0.0,0.0,0.0,555.036998,0.0,0.0,0.0,0.4,4.0,0.0,500.0,218.664436,153.74074,0.0,12.0
,1502.926021,1.0,2635.9,1518.6,518.98,0.0,1.0,0.75,0.75,0.0,0.0,43.5,4500.0,951.372467,293.129375,0.0,12.0
,1705.435895,0.75,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.5,4.0,0.0,4000.0,282.620956,418.372715,0.0,12.0
,331.586253,1.0,2852.8100000000004,1518.6,1198.14375,0.0,1.0,0.8333325,1.0,0.0,0.0,43.5,7500.0,3229.189675,195.370312,0.3125,12.0
,1311.952719,0.909091,2092.0,1242.0,850.0,0.0,0.75,0.333333,0.5,0.0,0.0,15.0,5181.818182,3476.019003,330.828719,0.0,12.0
,4710.195354125,1.0,2761.76,163.0,1198.14375,2317.636143,0.916667,0.166667,0.75,0.25,5.0,43.5,7000.0,3083.16422,1842.1386358423804,0.0,12.0
,1117.594403,1.0,291.62,0.0,291.62,1596.771919,1.0,0.0,0.857143,0.142857,2.0,7.0,2000.0,74.055925,382.846205,0.0,12.0
,765.66511,1.0,0.0,0.0,0.0,924.627991,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,703.772856,249.298802,0.0,12.0
,7.980453,0.75,0.0,0.0,0.0,95.842922,0.0,0.0,0.0,0.083333,1.0,0.0,9500.0,198.014471,165.091997,0.0,12.0
,4710.195354125,1.0,460.57,460.57,0.0,2661.970456,0.333333,0.333333,0.0,0.25,6.0,6.0,9500.0,1253.713151,1842.1386358423804,0.0,12.0
,76.483078,0.75,69.0,69.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4500.0,462.226271,100.023175,0.0,12.0
,982.165343,1.0,435.72,45.65,390.07,0.0,0.5,0.083333,0.5,0.0,0.0,20.0,2300.0,917.52463,1319.508567,0.0,12.0
,670.885072,1.0,341.9,215.18,126.72,294.185703,0.833333,0.25,0.666667,0.166667,4.0,13.0,4000.0,409.29211,185.805592,0.0,12.0
,1531.486784,1.0,956.56,819.16,137.4,1548.653023,0.666667,0.666667,0.083333,0.25,10.0,11.0,4000.0,424.033602,659.90603,0.0,12.0
,361.319366,1.0,2852.8100000000004,1383.56,1198.14375,0.0,1.0,0.8333325,0.833333,0.0,0.0,32.0,12750.0,4003.782858,197.186568,0.3125,12.0
,10.785694,0.75,384.4,0.0,384.4,0.0,0.888889,0.0,0.777778,0.0,0.0,8.0,1500.0,655.428475,65.251585,0.3125,12.0
,57.116811,0.75,27.79,27.79,0.0,381.171145,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,1215.965938,99.950697,0.3125,12.0
,871.35543,0.75,174.93,174.93,0.0,2621.431555,0.083333,0.083333,0.0,0.166667,6.0,2.0,3000.0,4145.830201000001,369.605826,0.0,12.0
,102.011668,0.888889,799.0,0.0,799.0,0.0,0.444444,0.0,0.333333,0.0,0.0,6.0,1000.0,907.540585,124.882315,0.3125,12.0
,4710.195354125,0.888889,0.0,0.0,0.0,2722.4781674999995,0.0,0.0,0.0,0.51388875,5.0,0.0,6500.0,4145.830201000001,1018.17216,0.0,12.0
,0.0,0.75,10.89,0.0,10.89,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,4000.0,0.0,840.0211626869522,0.0,12.0
,198.951791,0.75,0.0,0.0,0.0,1365.18629,0.0,0.0,0.0,0.125,1.0,0.0,2500.0,0.0,840.0211626869522,0.0,12.0
,19.846569,1.0,0.0,0.0,0.0,133.049604,0.0,0.0,0.0,0.285714,2.0,0.0,1200.0,48.739156,97.986182,0.0,12.0
,1329.826951,1.0,1304.96,1304.96,0.0,18.427395,0.25,0.25,0.0,0.083333,1.0,7.0,7500.0,625.414678,402.131301,0.0,12.0
,606.246031,0.909091,2852.8100000000004,1518.6,1198.14375,914.843621,0.833333,0.166667,0.75,0.083333,1.0,21.0,6500.0,1745.666361,171.044243,0.090909,12.0
,1963.698617,1.0,1582.88,1259.82,323.06,2601.802794,0.166667,0.083333,0.083333,0.333333,5.0,12.0,2500.0,4138.243604,806.866365,0.0,12.0
,1664.334555,1.0,862.95,862.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,5.0,1900.0,987.668179,892.915026,0.0,12.0
,1044.273707,1.0,1463.84,255.0,1198.14375,262.147162,0.916667,0.416667,0.916667,0.083333,1.0,22.0,6700.0,2624.741492,373.793958,0.0,12.0
,1207.320442,0.9,359.0,359.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,4.0,3000.0,239.704238,379.055818,0.0,12.0
,287.565501,1.0,472.32,375.0,97.32,1785.926136,0.333333,0.166667,0.25,0.416667,5.0,7.0,1000.0,2022.302019,191.073806,0.3125,12.0
,7.833571,0.75,92.24,0.0,92.24,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1500.0,484.14452,83.689672,0.3125,12.0
,683.391465,0.75,0.0,0.0,0.0,1786.070392,0.0,0.0,0.0,0.083333,4.0,0.0,3000.0,346.494649,159.136566,0.0,12.0
,1690.352634,1.0,0.0,0.0,0.0,1359.175968,0.0,0.0,0.0,0.166667,4.0,0.0,3500.0,373.741157,640.422897,0.0,12.0
,1541.743608,1.0,0.0,0.0,0.0,118.974129,0.0,0.0,0.0,0.333333,5.0,0.0,1600.0,353.686721,428.150067,0.0,12.0
,1683.116573,1.0,98.0,98.0,0.0,240.304769,0.083333,0.083333,0.0,0.166667,4.0,1.0,1800.0,554.101761,556.407341,0.0,12.0
,3800.151377,0.818182,2852.8100000000004,1518.6,793.79,2722.4781674999995,1.0,0.083333,0.916667,0.333333,10.0,13.0,9000.0,4145.830201000001,1425.426525,0.0,12.0
,30.287602,0.818182,0.0,0.0,0.0,827.814406,0.0,0.0,0.0,0.416667,10.0,0.0,1000.0,963.269399,74.387702,0.166667,12.0
,212.306148,0.75,0.7,0.7,0.0,1922.5936,0.083333,0.083333,0.0,0.166667,3.0,1.0,3500.0,0.0,840.0211626869522,0.0,12.0
,3626.196814,1.0,475.36,0.0,475.36,1634.030482,0.833333,0.0,0.833333,0.416667,6.0,13.0,8500.0,1927.992694,1014.159287,0.0,12.0
,62.082275,0.909091,791.68,568.66,223.02,0.0,0.833333,0.583333,0.583333,0.0,0.0,22.0,4500.0,892.892557,176.794551,0.3125,12.0
